Record,Site_ID,Lat_Field,Long_Field,DRNAREA_mi2,Stream_name,Period,Region,Climate Class,Original Site,Class_actual,Class_nominal,Class_OSDAM,Class_final,Class_comb,SI_macro,SI_amph,SI_fish,Date,Time_tot,B&B,Structure,Texture,Erosion,Deposition,Sinuosity,Headcuts,GW,Springs,Leaflitter,Debris,Redox,Wetl_pl_M09,Roots,Mosses,Bacteria,Macro_M08,Macro_M09,Amph_M08,Amph_M09,Fish,Lichen,Riparian,Tot_geo_M09,Tot_hyd,Tot_bio_M09,Tot_all_M09,Width,Length,Slope_v,Slope_t,%Bedrock,SW_char,%SF,%SF_hyp,Pools,Q,Temp,Conduct,Thalwag,Straight,Ratio,Bends,Trichop,Hemip,Coleop,Decap,Ephem,Plecop,Basom,Odon,Other_macro,Macro_M09b,Macro_ind,Amph_ind,Wtl_pl_ind,Wet_hole,Dry_hole,Condition,Condition_2,Macro_present,Wtl_pl_present,Ephem_present,Per_macro_present,Slope_16,Slope_10_5
820,747,43.25594,-115.68164,1.56,Unnamed trib to Canyon Creek,S11,ID_c,S,Y,I,I,VNA,VNA,VNA,VNA,VNA,VNA,3/7/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
821,747,43.25594,-115.68164,1.56,Unnamed trib to Canyon Creek,S11,ID_c,S,Y,I,I,VNA,VNA,VNA,VNA,VNA,VNA,4/4/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
822,747,43.25594,-115.68164,1.56,Unnamed trib to Canyon Creek,F11,ID_c,S,Y,I,I,VNA,VNA,VNA,VNA,VNA,VNA,7/11/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
823,748,43.91672,-115.6899,3.85,Mores Creek,F10,ID_c,W,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
824,748,43.91672,-115.6899,3.85,Mores Creek,S11,ID_c,W,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,3/30/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
825,749,43.92278,-115.6876,0.06,Unnamed trib to Mores Creek,F10,ID_c,W,Y,I,E,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
826,750,43.93199,-115.67025,0.22,Unnamed trib to Mores Creek,F10,ID_c,W,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
827,751,44.06286,-115.60294,0.34,Unnamed trib to Smokey Creek,F10,ID_c,W,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
828,751,44.06286,-115.60294,0.34,Unnamed trib to Smokey Creek,S11,ID_c,W,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,3/30/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
829,752,44.07804,-115.59867,0.08,Unnamed trib to Payette River,F10,ID_c,W,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
830,752,44.07804,-115.59867,0.08,Unnamed trib to Payette River,S11,ID_c,W,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,3/30/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
831,753,44.07837,-115.59947,0.08,Unnamed trib to Payette River,F10,ID_c,W,Y,E,E,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
832,753,44.07837,-115.59947,0.08,Unnamed trib to Payette River,S11,ID_c,W,Y,E,E,VNA,VNA,VNA,VNA,VNA,VNA,3/30/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,No observable surface flow but at least one pool present,0,0,1,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
833,754,44.4188,-115.3131,6.37,Unnamed trib to Bear Valley Creek,F10,ID_c,W,N,P,E,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
834,755,44.41951,-115.31321,6.37,Unnamed trib to Bear Valley Creek,F10,ID_c,W,N,E,E,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
835,756,44.40365,-115.35851,0.11,Unnamed trib to Bear Valley Creek,F10,ID_c,W,N,I,E,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
836,757,44.39155,-115.3714,0.29,Unnamed trib to Bear Valley Creek,F10,ID_c,W,N,I,E,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
837,758,44.39161,-115.3716,0.29,Unnamed trib to Bear Valley Creek,F10,ID_c,W,N,I,E,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface flow present but not continuous,5,5,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
838,759,44.33487,-115.44218,0.69,Unnamed trib to Bear Valley Creek,F10,ID_c,W,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
839,762,47.43457,-117.54594,3.57,Unnamed trib to Pine Creek Drain,F10,ID_n,D,N,I,E,VNA,VNA,VNA,VNA,VNA,VNA,11/10/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
840,762,47.43457,-117.54594,3.57,Unnamed trib to Pine Creek Drain,S11,ID_n,D,N,I,E,VNA,VNA,VNA,VNA,VNA,VNA,6/9/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
841,762,47.43457,-117.54594,3.57,Unnamed trib to Pine Creek Drain,F11,ID_n,D,N,I,E,VNA,VNA,VNA,VNA,VNA,VNA,9/6/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
842,763,47.42786,-117.54309,0.05,Unnamed trib to Blackhorse Lake (Pine Creek Drain),F10,ID_n,D,N,I,E,VNA,VNA,VNA,VNA,VNA,VNA,11/10/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
843,763,47.42786,-117.54309,0.05,Unnamed trib to Blackhorse Lake (Pine Creek Drain),S11,ID_n,D,N,I,E,VNA,VNA,VNA,VNA,VNA,VNA,6/9/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface flow present but not continuous,90,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
844,763,47.42786,-117.54309,0.05,Unnamed trib to Blackhorse Lake (Pine Creek Drain),F11,ID_n,D,N,I,E,VNA,VNA,VNA,VNA,VNA,VNA,9/6/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
845,765,47.41484,-117.54502,12.3,Unnamed trib to Middle Pine Lake (Pine Creek Drain),F10,ID_n,D,N,E,E,VNA,VNA,VNA,VNA,VNA,VNA,11/10/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
846,765,47.41484,-117.54502,12.3,Unnamed trib to Middle Pine Lake (Pine Creek Drain),S11,ID_n,D,N,E,E,VNA,VNA,VNA,VNA,VNA,VNA,6/9/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
847,765,47.41484,-117.54502,12.3,Unnamed trib to Middle Pine Lake (Pine Creek Drain),F11,ID_n,D,N,E,E,VNA,VNA,VNA,VNA,VNA,VNA,9/6/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
848,800,46.2129,-123.29337,2.41,Unnamed trib to Beaver Creek,F10,WA_w,V,Y,I,E,VNA,VNA,VNA,VNA,VNA,VNA,11/22/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface flow present but not continuous,65,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
849,800,46.2129,-123.29337,2.41,Unnamed trib to Beaver Creek,S11,WA_w,V,Y,I,E,VNA,VNA,VNA,VNA,VNA,VNA,2/14/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface flow present but not continuous,60,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
850,800,46.2129,-123.29337,2.41,Unnamed trib to Beaver Creek,S11,WA_w,V,Y,I,E,VNA,VNA,VNA,VNA,VNA,VNA,6/2/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface flow present but not continuous,40,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
851,800,46.2129,-123.29337,2.41,Unnamed trib to Beaver Creek,F11,WA_w,V,Y,I,E,VNA,VNA,VNA,VNA,VNA,VNA,9/22/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface flow present but not continuous,50,100,NR,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
852,800,46.2129,-123.29337,2.41,Unnamed trib to Beaver Creek,F11,WA_w,V,Y,I,E,VNA,VNA,VNA,VNA,VNA,VNA,10/19/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface flow present but not continuous,70,100,2,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
853,801,46.20896,-123.28302,0.06,Unnamed trib to Beaver Creek,F10,WA_w,V,Y,I,E,VNA,VNA,VNA,VNA,VNA,VNA,11/22/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
854,801,46.20896,-123.28302,0.06,Unnamed trib to Beaver Creek,S11,WA_w,V,Y,I,E,VNA,VNA,VNA,VNA,VNA,VNA,2/14/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
855,801,46.20896,-123.28302,0.06,Unnamed trib to Beaver Creek,S11,WA_w,V,Y,I,E,VNA,VNA,VNA,VNA,VNA,VNA,6/2/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface flow present but not continuous,90,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
856,801,46.20896,-123.28302,0.06,Unnamed trib to Beaver Creek,F11,WA_w,V,Y,I,E,VNA,VNA,VNA,VNA,VNA,VNA,9/22/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
857,801,46.20896,-123.28302,0.06,Unnamed trib to Beaver Creek,F11,WA_w,V,Y,I,E,VNA,VNA,VNA,VNA,VNA,VNA,10/19/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
